0.0,0.0
0.05,0.0
200.0,0.0
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.0
700.0,0.0
800.0,0.0
900.0,0.0
1000.0,0.0
1200.0,0.0
1400.0,0.0
1600.0,0.0
1800.0,0.0
2000.0,0.0
2500.0,0.0
3000.0,0.0
3500.0,0.0
4000.0,0.0
4500.0,0.0
5000.0,0.0
0.3,0.004056795131845842
0.1,0.006085192697768763
0.2,0.02028397565922921
0.5,0.028397565922920892
90.0,0.036511156186612576
100.0,0.04665314401622718
0.8,0.056795131845841784
0.6,0.060851926977687626
0.4,0.06288032454361055
0.7,0.06288032454361055
80.0,0.06896551724137931
0.9,0.09533468559837728
19.0,0.09533468559837728
18.0,0.10547667342799188
15.0,0.1075050709939148
16.0,0.11561866125760649
17.0,0.1257606490872211
70.0,0.13995943204868155
13.0,0.15010141987829614
14.0,0.1744421906693712
12.0,0.1845841784989858
11.0,0.20892494929006086
60.0,0.21906693711967545
9.0,0.2616632860040568
50.0,0.2657200811359026
10.0,0.29817444219066935
8.0,0.35699797160243407
40.0,0.40973630831643004
7.0,0.4300202839756592
1.0,0.4482758620689655
1.5,0.5152129817444219
6.0,0.5557809330628803
5.0,0.6085192697768763
2.5,0.6206896551724138
30.0,0.6490872210953347
2.0,0.6572008113590264
20.0,0.8316430020283976
4.0,0.8661257606490872
3.0,1.0
