60.0,-718.0,884.0,11:50:59.530880
117.0,-538.0,1363.0,11:50:59.540202
140.0,-420.0,1305.0,11:50:59.549651
133.0,-609.0,758.0,11:50:59.560109
53.0,-544.0,547.0,11:50:59.569587
-16.0,-618.0,835.0,11:50:59.578917
95.0,-621.0,821.0,11:50:59.589516
-72.0,-405.0,745.0,11:50:59.598778
-73.0,-392.0,784.0,11:50:59.609311
-52.0,-336.0,606.0,11:50:59.618781
-83.0,-649.0,1107.0,11:50:59.628171
92.0,-474.0,759.0,11:50:59.638672
14.0,-349.0,773.0,11:50:59.648102
153.0,-542.0,1183.0,11:50:59.658539
101.0,-645.0,699.0,11:50:59.667891
108.0,-435.0,571.0,11:50:59.677383
-24.0,-562.0,1200.0,11:50:59.688185
97.0,-561.0,812.0,11:50:59.697591
-168.0,-179.0,461.0,11:50:59.706982
29.0,-400.0,651.0,11:50:59.717545
-96.0,-621.0,1187.0,11:50:59.727064
145.0,-569.0,962.0,11:50:59.736494
200.0,-671.0,706.0,11:50:59.747033
27.0,-333.0,1289.0,11:50:59.756388
-64.0,-582.0,1389.0,11:50:59.765752
-28.0,-407.0,1039.0,11:50:59.776332
-7.0,-404.0,1118.0,11:50:59.785815
144.0,-622.0,840.0,11:50:59.796297
119.0,-641.0,732.0,11:50:59.805748
99.0,-728.0,1002.0,11:50:59.815062
73.0,-557.0,835.0,11:50:59.825553
-15.0,-727.0,756.0,11:50:59.834850
-37.0,-717.0,844.0,11:50:59.845376
-17.0,-553.0,480.0,11:50:59.854704
237.0,-518.0,747.0,11:50:59.865228
-38.0,-252.0,1283.0,11:50:59.874714
85.0,-325.0,1093.0,11:50:59.884180
14.0,-372.0,822.0,11:50:59.894726
103.0,-447.0,885.0,11:50:59.904082
204.0,-659.0,1043.0,11:50:59.913475
104.0,-366.0,840.0,11:50:59.923886
-203.0,-338.0,848.0,11:50:59.933210
-48.0,-740.0,1108.0,11:50:59.943688
150.0,-637.0,670.0,11:50:59.963298
48.0,-350.0,626.0,11:50:59.972566
80.0,-622.0,965.0,11:50:59.983150
25.0,-812.0,1013.0,11:50:59.992414
-3.0,-612.0,758.0,11:51:00.002853
216.0,-638.0,718.0,11:51:00.012251
74.0,-536.0,1002.0,11:51:00.022777
181.0,-552.0,977.0,11:51:00.032066
-30.0,-597.0,613.0,11:51:00.042535
75.0,-783.0,1028.0,11:51:00.051973
-134.0,-525.0,1012.0,11:51:00.061352
62.0,-235.0,334.0,11:51:00.071893
128.0,-587.0,856.0,11:51:00.081229
34.0,-594.0,1141.0,11:51:00.091752
8.0,-409.0,890.0,11:51:00.100958
-38.0,-391.0,1133.0,11:51:00.110353
186.0,-314.0,1401.0,11:51:00.120840
159.0,-436.0,1006.0,11:51:00.130325
89.0,-735.0,890.0,11:51:00.140852
234.0,-555.0,1182.0,11:51:00.150149
244.0,-511.0,1040.0,11:51:00.160760
14.0,-536.0,861.0,11:51:00.170120
65.0,-587.0,587.0,11:51:00.179651
21.0,-622.0,690.0,11:51:00.190048
54.0,-365.0,1015.0,11:51:00.199587
-16.0,-342.0,1290.0,11:51:00.208932
55.0,-578.0,642.0,11:51:00.219559
107.0,-556.0,678.0,11:51:00.228861
-106.0,-541.0,1211.0,11:51:00.239354
92.0,-582.0,1044.0,11:51:00.248853
61.0,-409.0,753.0,11:51:00.258132
70.0,-304.0,490.0,11:51:00.268753
172.0,-432.0,854.0,11:51:00.278106
121.0,-383.0,581.0,11:51:00.288665
133.0,-645.0,956.0,11:51:00.297980
-90.0,-402.0,1274.0,11:51:00.307388
142.0,-424.0,923.0,11:51:00.317860
149.0,-673.0,1122.0,11:51:00.327291
83.0,-865.0,1148.0,11:51:00.337741
-4.0,-575.0,977.0,11:51:00.347158
1.0,-621.0,1172.0,11:51:00.356519
2.0,-650.0,1061.0,11:51:00.366893
186.0,-479.0,718.0,11:51:00.376269
50.0,-545.0,853.0,11:51:00.386643
104.0,-489.0,698.0,11:51:00.396022
-155.0,-538.0,965.0,11:51:00.406555
-248.0,-732.0,1069.0,11:51:00.415963
112.0,-680.0,720.0,11:51:00.426453
221.0,-581.0,498.0,11:51:00.435765
40.0,-516.0,1054.0,11:51:00.446212
-17.0,-470.0,980.0,11:51:00.455532
-101.0,-326.0,993.0,11:51:00.465945
-39.0,-433.0,579.0,11:51:00.478910
7.0,-453.0,836.0,11:51:00.485117
-27.0,-416.0,940.0,11:51:00.494623
-47.0,-574.0,871.0,11:51:00.505050
117.0,-543.0,944.0,11:51:00.514392
