165.0,-593.0,1151.0,14:07:59.762352
306.0,-729.0,835.0,14:07:59.768382
136.0,-565.0,791.0,14:07:59.777838
84.0,-627.0,1110.0,14:07:59.788350
203.0,-739.0,812.0,14:07:59.797894
-143.0,-533.0,790.0,14:07:59.807188
-44.0,-413.0,955.0,14:07:59.817778
93.0,-438.0,859.0,14:07:59.827073
158.0,-525.0,738.0,14:07:59.837577
115.0,-534.0,973.0,14:07:59.847030
106.0,-501.0,1080.0,14:07:59.856326
41.0,-476.0,944.0,14:07:59.866890
40.0,-480.0,966.0,14:07:59.876365
-42.0,-536.0,1063.0,14:07:59.886999
34.0,-601.0,709.0,14:07:59.896435
50.0,-452.0,823.0,14:07:59.905740
111.0,-436.0,1015.0,14:07:59.916311
99.0,-442.0,827.0,14:07:59.925565
65.0,-433.0,724.0,14:07:59.936056
93.0,-575.0,876.0,14:07:59.945388
52.0,-465.0,1025.0,14:07:59.955964
-84.0,-528.0,1017.0,14:07:59.965343
-64.0,-520.0,1018.0,14:07:59.974857
165.0,-628.0,877.0,14:07:59.985289
-2.0,-469.0,1027.0,14:07:59.994945
112.0,-586.0,1050.0,14:08:00.004258
116.0,-476.0,882.0,14:08:00.016402
-69.0,-405.0,878.0,14:08:00.024977
30.0,-561.0,895.0,14:08:00.034254
68.0,-555.0,1011.0,14:08:00.043801
-134.0,-488.0,926.0,14:08:00.054216
-7.0,-428.0,776.0,14:08:00.063662
-16.0,-455.0,845.0,14:08:00.074195
46.0,-436.0,986.0,14:08:00.083687
-136.0,-481.0,906.0,14:08:00.094101
77.0,-401.0,833.0,14:08:00.103511
-36.0,-519.0,1058.0,14:08:00.112846
128.0,-558.0,934.0,14:08:00.123360
-47.0,-555.0,884.0,14:08:00.132591
-104.0,-559.0,910.0,14:08:00.143083
-18.0,-526.0,1053.0,14:08:00.152591
117.0,-543.0,963.0,14:08:00.163092
77.0,-626.0,804.0,14:08:00.172439
17.0,-388.0,738.0,14:08:00.181836
135.0,-299.0,850.0,14:08:00.192253
140.0,-542.0,1233.0,14:08:00.201725
99.0,-593.0,1113.0,14:08:00.212136
40.0,-403.0,796.0,14:08:00.221537
89.0,-522.0,1121.0,14:08:00.232007
-2.0,-624.0,1441.0,14:08:00.241356
1.0,-665.0,925.0,14:08:00.251796
83.0,-482.0,720.0,14:08:00.261220
-65.0,-578.0,1073.0,14:08:00.271662
44.0,-716.0,996.0,14:08:00.281126
85.0,-652.0,722.0,14:08:00.290431
87.0,-655.0,555.0,14:08:00.300954
-53.0,-472.0,836.0,14:08:00.310273
12.0,-444.0,790.0,14:08:00.320794
64.0,-395.0,505.0,14:08:00.330250
-93.0,-255.0,592.0,14:08:00.339644
11.0,-173.0,621.0,14:08:00.350198
106.0,-288.0,936.0,14:08:00.359654
126.0,-535.0,1181.0,14:08:00.370246
19.0,-303.0,944.0,14:08:00.379634
51.0,-487.0,1059.0,14:08:00.389047
36.0,-735.0,1106.0,14:08:00.399594
143.0,-523.0,900.0,14:08:00.417099
82.0,-489.0,1116.0,14:08:00.418519
113.0,-554.0,851.0,14:08:00.429279
82.0,-728.0,930.0,14:08:00.438671
46.0,-719.0,819.0,14:08:00.448050
20.0,-600.0,814.0,14:08:00.458484
-202.0,-799.0,1033.0,14:08:00.467900
-7.0,-645.0,868.0,14:08:00.478377
-30.0,-553.0,920.0,14:08:00.487939
-149.0,-702.0,966.0,14:08:00.498400
140.0,-562.0,771.0,14:08:00.507831
-157.0,-335.0,952.0,14:08:00.517192
104.0,-438.0,1165.0,14:08:00.527811
-48.0,-494.0,738.0,14:08:00.537124
183.0,-408.0,554.0,14:08:00.547592
-11.0,-608.0,1096.0,14:08:00.556976
39.0,-535.0,1028.0,14:08:00.566476
-19.0,-304.0,841.0,14:08:00.576953
64.0,-359.0,889.0,14:08:00.586358
-85.0,-245.0,1027.0,14:08:00.596866
-5.0,-338.0,996.0,14:08:00.606347
-34.0,-407.0,789.0,14:08:00.615719
-45.0,-519.0,1166.0,14:08:00.626198
22.0,-671.0,1094.0,14:08:00.635529
87.0,-760.0,1003.0,14:08:00.646041
50.0,-640.0,1255.0,14:08:00.655252
128.0,-696.0,1024.0,14:08:00.665944
26.0,-578.0,667.0,14:08:00.675172
126.0,-805.0,972.0,14:08:00.684770
39.0,-738.0,802.0,14:08:00.695178
-90.0,-560.0,651.0,14:08:00.704586
-33.0,-647.0,543.0,14:08:00.715018
110.0,-575.0,710.0,14:08:00.724445
-55.0,-379.0,837.0,14:08:00.734930
19.0,-305.0,891.0,14:08:00.744350
5.0,-264.0,746.0,14:08:00.754775
-74.0,-248.0,933.0,14:08:00.764202
-59.0,-301.0,972.0,14:08:00.773568
55.0,-392.0,765.0,14:08:00.784130
8.0,-365.0,1199.0,14:08:00.793545
124.0,-468.0,1159.0,14:08:00.804045
-78.0,-392.0,874.0,14:08:00.813528
30.0,-366.0,893.0,14:08:00.822920
149.0,-547.0,1144.0,14:08:00.842549
140.0,-550.0,961.0,14:08:00.853000
99.0,-489.0,917.0,14:08:00.862430
122.0,-428.0,858.0,14:08:00.872843
186.0,-536.0,953.0,14:08:00.882202
81.0,-448.0,1101.0,14:08:00.892782
21.0,-397.0,888.0,14:08:00.902188
81.0,-506.0,711.0,14:08:00.912629
-30.0,-408.0,830.0,14:08:00.921997
-11.0,-565.0,975.0,14:08:00.931361
74.0,-534.0,831.0,14:08:00.941817
53.0,-436.0,921.0,14:08:00.951254
54.0,-443.0,897.0,14:08:00.961714
13.0,-506.0,829.0,14:08:00.971242
57.0,-518.0,806.0,14:08:00.981688
-10.0,-429.0,1092.0,14:08:00.991044
96.0,-455.0,875.0,14:08:01.000354
39.0,-447.0,774.0,14:08:01.010889
-7.0,-296.0,996.0,14:08:01.020279
29.0,-511.0,1113.0,14:08:01.030861
141.0,-543.0,977.0,14:08:01.040202
128.0,-510.0,902.0,14:08:01.050745
316.0,-690.0,814.0,14:08:01.060112
89.0,-720.0,1133.0,14:08:01.069538
140.0,-617.0,1106.0,14:08:01.080099
36.0,-644.0,669.0,14:08:01.089485
203.0,-741.0,846.0,14:08:01.099865
-91.0,-544.0,927.0,14:08:01.109249
-2.0,-415.0,685.0,14:08:01.119646
-177.0,-372.0,855.0,14:08:01.129073
-71.0,-595.0,1060.0,14:08:01.139502
