465,4573,14:00:43.758603
465,4539,14:00:43.762787
461,4457,14:00:43.774238
462,4620,14:00:43.784294
463,4700,14:00:43.794059
463,4512,14:00:43.803418
464,3985,14:00:43.814013
477,1209,14:00:43.823500
466,3808,14:00:43.833795
464,4489,14:00:43.843489
460,4616,14:00:43.854988
463,4871,14:00:43.864705
462,4724,14:00:43.875097
463,4716,14:00:43.885112
464,4423,14:00:43.895102
464,4826,14:00:43.905492
464,4617,14:00:43.915018
462,4604,14:00:43.924430
463,4447,14:00:43.934896
463,4748,14:00:43.945350
463,4437,14:00:43.955904
463,4427,14:00:43.965873
477,2090,14:00:43.974661
469,1844,14:00:43.986266
462,4713,14:00:43.995566
462,4608,14:00:44.005053
458,4666,14:00:44.016435
464,3299,14:00:44.025134
474,2448,14:00:44.036767
459,4462,14:00:44.046013
462,4668,14:00:44.056586
483,1253,14:00:44.065945
468,3238,14:00:44.076685
478,1327,14:00:44.087425
468,1198,14:00:44.096579
475,1170,14:00:44.107353
477,1237,14:00:44.116878
479,1363,14:00:44.128057
482,1300,14:00:44.136694
473,1169,14:00:44.147261
465,3369,14:00:44.158142
467,1390,14:00:44.168343
472,1315,14:00:44.177556
465,1283,14:00:44.189698
468,1331,14:00:44.198647
466,1202,14:00:44.209599
472,1343,14:00:44.218645
480,1300,14:00:44.230064
477,1239,14:00:44.237442
484,1325,14:00:44.248987
471,1373,14:00:44.258560
476,1202,14:00:44.268045
482,1275,14:00:44.279297
478,1370,14:00:44.289384
468,1277,14:00:44.299430
473,1407,14:00:44.308739
474,1341,14:00:44.319693
474,2501,14:00:44.328722
477,2003,14:00:44.339211
478,1235,14:00:44.349668
478,1308,14:00:44.360143
478,1379,14:00:44.369524
478,1278,14:00:44.378915
480,1303,14:00:44.389399
481,1462,14:00:44.399798
482,1407,14:00:44.409263
486,1380,14:00:44.420632
483,1200,14:00:44.432029
482,1269,14:00:44.439670
481,1276,14:00:44.451087
474,1324,14:00:44.460881
472,1214,14:00:44.480511
483,1462,14:00:44.491918
479,1311,14:00:44.500441
478,1255,14:00:44.511981
475,1246,14:00:44.521624
485,1427,14:00:44.532196
479,1261,14:00:44.541511
482,1269,14:00:44.550931
486,1305,14:00:44.562369
479,1164,14:00:44.571877
481,1237,14:00:44.581224
479,1267,14:00:44.592756
481,1267,14:00:44.602064
475,1859,14:00:44.612554
466,4455,14:00:44.621823
467,4636,14:00:44.633208
467,4658,14:00:44.643129
467,4708,14:00:44.652316
468,4690,14:00:44.661834
467,4223,14:00:44.673319
468,4124,14:00:44.683618
466,4062,14:00:44.692295
466,4125,14:00:44.702889
466,4007,14:00:44.712377
466,4024,14:00:44.723757
464,4166,14:00:44.734126
468,4065,14:00:44.742717
472,4091,14:00:44.754204
472,4390,14:00:44.763894
472,4493,14:00:44.774387
472,4294,14:00:44.783530
467,4008,14:00:44.793380
471,4325,14:00:44.804694
467,4118,14:00:44.814849
466,4601,14:00:44.824950
466,4627,14:00:44.834275
483,1275,14:00:44.845138
479,1209,14:00:44.855087
467,3193,14:00:44.864575
462,4179,14:00:44.883177
462,3991,14:00:44.894705
462,4220,14:00:44.905451
460,4247,14:00:44.916113
457,4220,14:00:44.925406
462,4656,14:00:44.934727
461,4627,14:00:44.945336
465,4469,14:00:44.955775
473,2009,14:00:44.966366
479,1263,14:00:44.975732
478,1273,14:00:44.988070
483,1249,14:00:44.995695
473,1252,14:00:45.007183
473,1346,14:00:45.016804
481,1309,14:00:45.026292
480,1325,14:00:45.036974
480,1249,14:00:45.047531
476,1228,14:00:45.057046
470,1211,14:00:45.066498
474,1311,14:00:45.076825
477,1852,14:00:45.086331
467,4611,14:00:45.098194
467,4494,14:00:45.107516
467,4559,14:00:45.118157
466,4515,14:00:45.128251
465,4718,14:00:45.138168
465,4623,14:00:45.147405
464,4297,14:00:45.157083
464,4327,14:00:45.168505
466,4471,14:00:45.178004
466,4073,14:00:45.187329
486,1184,14:00:45.198730
470,2996,14:00:45.209110
464,4341,14:00:45.218888
463,4457,14:00:45.228311
465,4523,14:00:45.238707
465,4148,14:00:45.248364
477,1202,14:00:45.259428
466,3574,14:00:45.270386
466,4546,14:00:45.280038
474,2008,14:00:45.290203
492,1302,14:00:45.300011
473,1187,14:00:45.309232
473,1148,14:00:45.320063
467,3683,14:00:45.330562
474,3294,14:00:45.340015
491,1223,14:00:45.349321
480,1838,14:00:45.361062
470,3319,14:00:45.370479
471,2945,14:00:45.381111
473,4263,14:00:45.390451
466,4352,14:00:45.401481
468,4104,14:00:45.411349
467,4394,14:00:45.421468
466,4375,14:00:45.431335
466,4343,14:00:45.441026
466,4008,14:00:45.451663
466,4402,14:00:45.461478
466,4377,14:00:45.471624
466,4488,14:00:45.480999
465,4465,14:00:45.490556
469,2607,14:00:45.500882
464,3637,14:00:45.511514
464,4316,14:00:45.520851
